Name,Sector,Circuit Type,Executive Agency,Line Length (cKM),Month Of Completion,Year Of Completion (FY),matched_districts,matched_areas,matched_district_count,matched_area_count,endpoint0_district,endpoint1_district,area0,area1,is_tantransco,capacity_available,capacity_mw,capacity_note
LILO of Tuticorin Sipcot - Checkanurani line at Savasapuram S/s,State,D/C,TANTRANSCO,13.0,JUN-16,2016-17,Thoothukudi,Tirunelveli,1,1,Thoothukudi,,,,True,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
400 kV Gonda - 220 kV Gonda Interconnector (one ckt),State,D/C,UPPTCL,14.0,JUN-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Bahraich - 400 kv Gonda line (one ckt.),State,D/C,UPPTCL,74.0,JUN-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of 220 kV Parichha - Banda line at Mahoba,State,D/C,UPPTCL,10.0,JUN-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Harduaganj - Mainpuri S/C line at Sikandra Rau,State,D/C,UPPTCL,3.0,JUN-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"400 KV Karamadai S/S - 230 KV Thudiyalur S/S (Part of line
from Loc. 1 to 81)",State,"S/C on
D/C",APTRANSCO,21.0,JUL-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Gaya (PG) - Sonenagar (New),State,D/C,BSEB,183.0,JUL-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Bawana-Rohini -II (Sec -29) line,State,D/C,DTL,12.0,JUL-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
GPPC (Pipavav)- Dhokadva,State,D/C,GETCO,94.0,JUL-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Bhinmal - Sayla line,State,D/C,RVPNL,78.0,JUL-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Garividi - Tekkali (2nd Ckt) line,State,S/C,APTRANSCO,92.0,AUG-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Kasor - Herang (DFCC) line,State,D/C,GETCO,39.0,AUG-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Radhanpur - Mehsana at Sankhari,State,D/C,GETCO,62.0,AUG-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Visavadar - Timbdi,State,D/C,GETCO,180.0,AUG-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Palwal (Meghpur) - Meerpur Kurali,State,D/C,HVPNL,53.0,AUG-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Boisar II-Borivali,State,M/C,MSETCL,331.0,AUG-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Bhugaon - Pusad at Wardha (PG),State,D/C,MSETCL,14.0,AUG-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Bajakhana - Bagha Purana,State,D/C,PSTCL,71.0,AUG-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Patiala - Mandi Gobindgarh at Rajpura,State,D/C,PSTCL,68.0,AUG-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of one ckt of Ganguwal - Gobindgarh-II at Bhari,State,D/C,PSTCL,6.0,AUG-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Chatrail-Ramgarh,State,D/C,RVPNL,90.0,AUG-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Chittorgarh - Sawa,State,D/C,RVPNL,53.0,AUG-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of 220 kV Jodhpur (220 kV GSS) - Pali at 400 kV GSS
Jodhpur (New)",State,D/C,RVPNL,10.0,AUG-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Kankroli (PG)  -Debari  at Amberi,State,D/C,RVPNL,30.0,AUG-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Budidampadu - Bhongiri (2nd Ckt),State,D/C,TSTRANSCO,14.0,AUG-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Lower Jurala HEP - Upper Jurala,State,D/C,TSTRANSCO,21.0,AUG-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Parigi - Kosigi line,State,D/C,TSTRANSCO,40.0,AUG-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Hardoi - Shahjahanpur (PG) line,State,D/C,UPPTCL,60.0,AUG-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Lucknow PG (400) - Kursi Road,State,D/C,UPPTCL,30.0,AUG-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Roza - Dohna,State,D/C,UPPTCL,216.0,AUG-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Chandrapur MIDC - Ballarshah (Ckt- I ),State,D/C,MSETCL,21.0,SEP-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of 230 kV Chekkanurani - TTPS (feeder-I) at 230 kV
Kinnimangalam",State,D/C,TANTRANSCO,1.0,SEP-16,2016-17,,,0,0,,,,,True,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO 220 kV of Muradnagar - Shamli at Baghpat,State,S/C,UPPTCL,1.0,SEP-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of 220 kV Mainpuri (PG) - Mainpuri line at Sirsaganj,State,D/C,UPPTCL,68.0,SEP-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of 220 kV Orai - Mainpuri line at Bah S/S,State,D/C,UPPTCL,157.0,SEP-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Kishanganj (PG) - Kishanganj (New),State,2xD/C,BSEB,16.0,OCT-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Begusarai - Kanti at Samastipur,State,2xD/C,BSEB,24.0,OCT-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Bhandup - Borivali line on M/C tower (from loc. no. 20 to 48),State,"S/C on
M/C",MSETCL,9.0,OCT-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Kalwa - Borivali line M/C tower (from loc no. 20 to 48),State,"S/C on
M/C",MSETCL,9.0,OCT-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO on 220kV Shivajinagar-Satana line (From loc.No.211) at
220kV Gangapur S/s",State,D/C,MSETCL,96.0,OCT-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of one ckt Jaipur (South) to Chaksu at Goner,State,D/C,RVPNL,58.0,OCT-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Samatipur (New) s/s - Samastipur s/s (initially charged at 132
KV)",State,D/C,BSEB,25.0,NOV-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Thallak - M/s BARC,State,D/C,KPTCL,22.0,NOV-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO on 220 KV Pandharpur - Malinagar line for M/s Vittal SSK
Co-generation Plant",State,D/C,MSETCL,2.0,NOV-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Bidanasi -Cuttack,State,D/C,OPTCL,20.0,NOV-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Pulichintala HEP - Huzurnagar line,State,D/C,TSTRANSCO,74.0,NOV-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Gaddamvaripalli- Goddumari,State,D/C,APTRANSCO,9.0,DEC-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Darbhanga - Kanti at Musahari,State,D/C,BSEB,90.0,DEC-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Deepalpur - Sonipat (Sector- 6),State,D/C,HVPNL,11.0,DEC-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Deepalpur-Sonepat HSIIDC Rai ( terminated at Rajiv Gandhi
s/s)",State,M/C,HVPNL,41.0,DEC-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of both Ckt of Cheeka - Durala at Sonta s/s,State,D/C,HVPNL,78.0,DEC-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Bina s/s - M/s Bharat Oman Refinaries Ltd. Agasod, Bina",State,D/C,MPPTCL,36.0,DEC-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
ACC Limited - LMEL Ghugus,State,S/C,MSETCL,2.0,DEC-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Kalwa - Borivali (under Mumbai Strengthening),State,"S/C on
M/C",MSETCL,3.0,DEC-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of (Existing)  Budhipadar-Burla at Lapanga,State,D/C,OPTCL,7.0,DEC-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Rengali - Tarkera at Bonai,State,D/C,OPTCL,6.0,DEC-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Extension of Bikaner- Barsinghsar at Barsinghsar TPS,State,S/C,RVPNL,3.0,DEC-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of 220KV Jodhpur -400KV Jodhpur interconnector at
220KV Jhalamand",State,D/C,RVPNL,1.0,DEC-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of both ckts  Ramgarh GTPS -Dechu at Ramgarh,State,D/C,RVPNL,1.0,DEC-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Sitapura- Sitapura (Existing) (Upgradation),State,D/C,RVPNL,1.0,DEC-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Karamadai - Common Point,State,S/C,TANTRANSCO,21.0,DEC-16,2016-17,,,0,0,,,,,True,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Existing Ingur - Palladam at Kurukathi S/S,State,D/C,TANTRANSCO,62.0,DEC-16,2016-17,,,0,0,,,,,True,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Existing Trichy - Perambalur at Jambunathapuram S/S,State,D/C,TANTRANSCO,54.0,DEC-16,2016-17,Perambalur; Tiruchirappalli,Trichy,2,1,Tiruchirappalli,Perambalur,,,True,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Korattur - Koyembedu at Ambattur (3rd Main Road),State,D/C,TANTRANSCO,1.0,DEC-16,2016-17,,,0,0,,,,,True,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Siruseri - Tharamani at Sholinganallur,State,D/C,TANTRANSCO,5.0,DEC-16,2016-17,,,0,0,,,,,True,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Neyveli - Eachengadu S/S,State,S/C,TANTRANSCO,34.0,DEC-16,2016-17,,,0,0,,,,,True,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Thudiyalur s/s - Common point at loc. 81 to 148 (Associated line
of Karamadai 400 KV s/s -single ckt only)",State,S/C,TANTRANSCO,19.0,DEC-16,2016-17,,,0,0,,,,,True,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Ghanapur - Marripally - Nagole (Uppal),State,D/C,TSTRANSCO,36.0,DEC-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Moulali - Osmania University,State,"DC UG
cable",TSTRANSCO,9.0,DEC-16,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Mulund - Bhandup line,State,"S/C on
M/C",MSETCL,3.0,JAN-17,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Hathras-Gokul line,State,S/C,UPPTCL,41.0,JAN-17,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of 220kV Orai - Bhauti at Orai,State,D/C,UPPTCL,8.0,JAN-17,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Harsh Vihar - Patparganj line (U/G cable link),State,D/C,DTL,29.0,FEB-17,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Bechraji - Maruti Suzuki line,State,D/C,GETCO,2.0,FEB-17,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Interconnection of one ckt. of GSEG - Kosamba line with Essar -
Ichhapore line",State,D/C,GETCO,1.0,FEB-17,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Mitha - Becharji,State,D/C,GETCO,59.0,FEB-17,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
HSR Layout - Nimhans S/S (UG Cable),State,UG Cable,KPTCL,11.0,FEB-17,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO  on one ckt of Nelamangala - Anchepalya line at Magadi,State,D/C,KPTCL,31.0,FEB-17,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Karad - Koyna (Loc. 8 - 144) line,State,"S/C on
D/C",MSETCL,44.0,FEB-17,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of one ckt of Ramgarh GTPS - Dechu at Amarasagar,State,D/C,RVPNL,33.0,FEB-17,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Kamudhi s/s - Tiruchulis/s (Muthuramlingapuram)  - Ckt-I,State,D/C,TANTRANSCO,69.0,FEB-17,2016-17,,,0,0,,,,,True,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Chandrayanagutta - 220KV Imlibun GIS  (UG Cable),State,D/C,TSTRANSCO,10.0,FEB-17,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Durshed - Siricilla line,State,D/C,TSTRANSCO,134.0,FEB-17,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of  (Ckt-II) of Miryalaguda - Khammam at Suryapet S/S,State,D/C,TSTRANSCO,48.0,FEB-17,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of (Ckt-I) of Miryalaguda - Khammam at Suryapet S/S,State,D/C,TSTRANSCO,42.0,FEB-17,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Ghanapur - Malkaram at Moulali,State,D/C,TSTRANSCO,9.0,FEB-17,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Wanaparthy - Ragimanagadda at Singotam X Road SS,State,D/C,TSTRANSCO,10.0,FEB-17,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of one Ckt of Chilakallu - Narkatpally at Suryapet S/S,State,D/C,TSTRANSCO,24.0,FEB-17,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
RSS (Ramagundam TPS)- Nirmal line (2nd Ckt Stringing),State,D/C,TSTRANSCO,140.0,FEB-17,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Bakreswar - Gokarna at Sadaipur,State,D/C,WBSETCL,13.0,FEB-17,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Botad - Parabadi (Ajmer) line (Ckt-1),State,D/C,GETCO,64.0,MAR-17,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Sadla - Maruti wind park line,State,S/C,GETCO,1.0,MAR-17,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Visavadar - Amreli line,State,D/C,GETCO,132.0,MAR-17,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO point to Phojal,State,D/C,HPPTCL,20.0,MAR-17,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Somanahalli - Malur at Vikas Tech Park,State,D/C,KPTCL,16.0,MAR-17,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Gwalior (Malanpur) - Morena line,State,D/C,MPPTCL,60.0,MAR-17,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of one ckt of 220KV Indore II(Jaitpura) to Indore 400KV at
220KV S/s NZ Indore",State,D/C,MPPTCL,20.0,MAR-17,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Kharghar- Boriwali  line,State,D/C,MSETCL,76.0,MAR-17,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO  of one ckt Bhigwan-Walchandnagar at Loni Deokar s/s
(Ckt-1)",State,"S/C on
D/C",MSETCL,19.0,MAR-17,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Lamboti -Vairag line (by making tap arrangement on 220kV
Tuljapur- Vairag line for Vairag SS)",State,"S/C on
D/C",MSETCL,32.0,MAR-17,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Balimela - Malkangiri line,State,S/C,OPTCL,22.0,MAR-17,2016-17,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
